Qubit,T1 (us),T2 (us),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,CZ error,Gate length (ns),RZZ error,MEASURE error,Operational
86,292.9164949624875,42.2713669434671,0.03125,0.04541015625,0.01708984375,2584,0.00033078591712728145,36,0.00033078591712728145,0,0.00033078591712728145,0.00033078591712728145,85:0.0026651349971392735;87:0.0022597958262015327,85:68;87:68,85:0.014719639497480924;87:0.013552495543716764,0.03125,Yes
87,165.72611695190992,119.61518145551344,0.010009765625,0.01416015625,0.005859375,2584,0.00048332912913412316,36,0.00048332912913412316,0,0.00048332912913412316,0.00048332912913412316,86:0.0022597958262015327;88:0.0019196112207477134;97:0.0013159310377989786,86:68;88:68;97:68,86:0.013552495543716764;88:0.0018867449816564463;97:0.0017912593100491425,0.010009765625,Yes
88,118.7069142888924,80.75701075569319,0.02294921875,0.02099609375,0.02490234375,2584,0.0003919046191963566,36,0.0003919046191963566,0,0.0003919046191963566,0.0003919046191963566,87:0.0019196112207477134;89:0.0009296212373910706,87:68;89:68,87:0.0018867449816564463;89:0.0012401841188637852,0.02294921875,Yes
89,261.7084633829774,270.23881500326223,0.018310546875,0.01416015625,0.0224609375,2584,0.00030319542179740964,36,0.00030319542179740964,0,0.00030319542179740964,0.00030319542179740964,90:0.0026356163652221376;88:0.0009296212373910706;78:0.0012818348253403056,90:68;88:68;78:68,90:0.004170933165559915;88:0.0012401841188637852;78:0.0020401602955717746,0.018310546875,Yes
90,64.36221941194896,88.29688336563949,0.021240234375,0.03271484375,0.009765625,2584,0.001219204381902772,36,0.001219204381902772,0,0.001219204381902772,0.001219204381902772,89:0.0026356163652221376;91:0.0034952738825729524,89:68;91:80,89:0.004170933165559915;91:0.003057683578929188,0.021240234375,Yes
91,112.7439057807851,152.76718211282952,0.012939453125,0.01806640625,0.0078125,2584,0.0003077431002534873,36,0.0003077431002534873,0,0.0003077431002534873,0.0003077431002534873,98:0.0016218221276077527;90:0.0034952738825729524;92:0.0019409927441197128,98:68;90:80;92:68,98:0.0010250766154163982;90:0.003057683578929188;92:0.0017427518332990555,0.012939453125,Yes
92,272.7198067773611,282.296128945971,0.00830078125,0.0126953125,0.00390625,2584,0.0003770300171456806,36,0.0003770300171456806,0,0.0003770300171456806,0.0003770300171456806,91:0.0019409927441197128;93:0.003008999537356588,91:68;93:68,91:0.0017427518332990555;93:0.0025432469082329323,0.00830078125,Yes
93,275.58689763744354,231.35025362698852,0.005859375,0.00830078125,0.00341796875,2584,0.0002851101177653704,36,0.0002851101177653704,0,0.0002851101177653704,0.0002851101177653704,94:0.0015358485082676288;79:0.0032586020972097673;92:0.003008999537356588,94:68;79:68;92:68,94:0.001859192402091231;79:0.002568194383049227;92:0.0025432469082329323,0.005859375,Yes
94,392.6910878826573,398.3457908552286,0.008056640625,0.01123046875,0.0048828125,2584,0.0002183132049791979,36,0.0002183132049791979,0,0.0002183132049791979,0.0002183132049791979,93:0.0015358485082676288;95:0.012605976893255932,93:68;95:68,93:0.001859192402091231;95:0.006827936801875184,0.008056640625,Yes
95,339.03120262158075,496.6001482903177,0.013427734375,0.0185546875,0.00830078125,2584,0.0011470107008016226,36,0.0011470107008016226,0,0.0011470107008016226,0.0011470107008016226,99:0.003736696339130152;94:0.012605976893255932,99:68;94:68,99:0.0024672859172120976;94:0.006827936801875184,0.013427734375,Yes
96,144.5290926244142,34.43617329698035,0.043212890625,0.033203125,0.05322265625,2584,0.00044674096600829484,36,0.00044674096600829484,0,0.00044674096600829484,0.00044674096600829484,83:0.007070665425893574;103:0.0035724979906896215,83:68;103:68,83:0.00507937457495497;103:0.002708169749604944,0.043212890625,Yes
97,272.69224855832795,102.07445147161883,0.0166015625,0.015625,0.017578125,2584,0.00024452077089161207,36,0.00024452077089161207,0,0.00024452077089161207,0.00024452077089161207,87:0.0013159310377989786;107:0.001218002927585643,87:68;107:68,87:0.0017912593100491425;107:0.00102073592231669,0.0166015625,Yes
98,265.69598121042475,59.703127179564234,0.00439453125,0.00634765625,0.00244140625,2584,0.00021143083115723318,36,0.00021143083115723318,0,0.00021143083115723318,0.00021143083115723318,91:0.0016218221276077527;111:0.0014078963065423944,91:68;111:68,91:0.0010250766154163982;111:0.0013890300572774739,0.00439453125,Yes
99,157.5813738003235,40.82779730649662,0.01318359375,0.0185546875,0.0078125,2584,0.0002502771178306636,36,0.0002502771178306636,0,0.0002502771178306636,0.0002502771178306636,115:0.0033589808032372936;95:0.003736696339130152,115:68;95:68,115:0.002941915983298793;95:0.0024672859172120976,0.01318359375,Yes
100,84.97363715348818,59.4164948493374,0.009033203125,0.0166015625,0.00146484375,2584,0.0008252134909089338,36,0.0008252134909089338,0,0.0008252134909089338,0.0008252134909089338,101:0.0032098044698878614,101:68,101:0.0025275208694206797,0.009033203125,Yes
101,150.57500026365716,72.95818450268794,0.0078125,0.01318359375,0.00244140625,2584,0.00018385091902797728,36,0.00018385091902797728,0,0.00018385091902797728,0.00018385091902797728,100:0.0032098044698878614;116:0.0036717017649032235;102:0.00455695912012874,100:68;116:68;102:68,100:0.0025275208694206797;116:0.0033022026255022097;102:0.006662026681993477,0.0078125,Yes
102,83.96956757980247,42.51536246997567,0.011474609375,0.02197265625,0.0009765625,2584,0.00046418058262305176,36,0.00046418058262305176,0,0.00046418058262305176,0.00046418058262305176,101:0.00455695912012874;103:0.0037107414777123038,101:68;103:68,101:0.006662026681993477;103:0.0056605315109449494,0.011474609375,Yes
103,98.98278582882922,31.020127251777954,0.00830078125,0.01416015625,0.00244140625,2584,0.0003449312001393196,36,0.0003449312001393196,0,0.0003449312001393196,0.0003449312001393196,104:0.0025020543890287017;96:0.0035724979906896215;102:0.0037107414777123038,104:68;96:68;102:68,104:0.007391504831643747;96:0.002708169749604944;102:0.0056605315109449494,0.00830078125,Yes
104,314.5442789059324,153.2338164605662,0.014892578125,0.0126953125,0.01708984375,2584,0.00020009932381909418,36,0.00020009932381909418,0,0.00020009932381909418,0.00020009932381909418,103:0.0025020543890287017;105:0.001994361900579944,103:68;105:68,103:0.007391504831643747;105:0.001484411397959462,0.014892578125,Yes
105,131.20297604606267,124.61036618917315,0.006591796875,0.009765625,0.00341796875,2584,0.0004290168734949532,36,0.0004290168734949532,0,0.0004290168734949532,0.0004290168734949532,104:0.001994361900579944;106:0.0021979507884566374;117:0.005248448863468286,104:68;106:68;117:68,104:0.001484411397959462;106:0.002748330812501143;117:0.003511746017023726,0.006591796875,Yes
106,268.8555628198699,177.73433600869666,0.02783203125,0.02880859375,0.02685546875,2584,0.00024011635244668684,36,0.00024011635244668684,0,0.00024011635244668684,0.00024011635244668684,107:0.0020597753216458348;105:0.0021979507884566374,107:68;105:68,107:0.0014252077647604888;105:0.002748330812501143,0.02783203125,Yes
107,258.13220656965643,211.38570032436897,0.006103515625,0.0078125,0.00439453125,2584,0.00018442842442808118,36,0.00018442842442808118,0,0.00018442842442808118,0.00018442842442808118,106:0.0020597753216458348;108:0.002741609617562951;97:0.001218002927585643,106:68;108:68;97:68,106:0.0014252077647604888;108:0.002330659011743369;97:0.00102073592231669,0.006103515625,Yes
108,52.10426244087669,59.59579723658787,0.013427734375,0.0263671875,0.00048828125,2584,0.0009261121661297723,36,0.0009261121661297723,0,0.0009261121661297723,0.0009261121661297723,107:0.002741609617562951;109:0.0033264384571798367,107:68;109:68,107:0.002330659011743369;109:0.002588463549360681,0.013427734375,Yes
109,141.99109438500335,89.69318390146215,0.01025390625,0.015625,0.0048828125,2584,0.00025576059310862206,36,0.00025576059310862206,0,0.00025576059310862206,0.00025576059310862206,108:0.0033264384571798367;110:0.0014431832551679014;118:0.002566796840822949,108:68;110:68;118:68,108:0.002588463549360681;110:0.0016756886743509447;118:0.008079534100349284,0.01025390625,Yes
110,257.4885886236749,208.44524744502982,0.007080078125,0.0087890625,0.00537109375,2584,0.00023373259420094084,36,0.00023373259420094084,0,0.00023373259420094084,0.00023373259420094084,109:0.0014431832551679014;111:0.0016850529203866205,109:68;111:68,109:0.0016756886743509447;111:0.00136203358107162,0.007080078125,Yes
111,214.05750973503493,67.46685672901987,0.008544921875,0.015625,0.00146484375,2584,0.00019070505087858886,36,0.00019070505087858886,0,0.00019070505087858886,0.00019070505087858886,112:0.0015893277004784545;110:0.0016850529203866205;98:0.0014078963065423944,112:68;110:68;98:68,112:0.0013922207619376237;110:0.00136203358107162;98:0.0013890300572774739,0.008544921875,Yes
112,258.33336653366337,215.1284571308111,0.006591796875,0.0087890625,0.00439453125,2584,0.0005934661146582456,36,0.0005934661146582456,0,0.0005934661146582456,0.0005934661146582456,111:0.0015893277004784545,111:68;113:68,111:0.0013922207619376237,0.006591796875,Yes
113,168.0961751818024,89.48945599617846,0.38427734375,0.47607421875,0.29248046875,2584,,36,,0,,,,119:68;112:68;114:68,,0.38427734375,Yes
114,268.2390469128505,196.8641714016386,0.007568359375,0.00830078125,0.0068359375,2584,0.001057409300537621,36,0.001057409300537621,0,0.001057409300537621,0.001057409300537621,115:0.005479678762093404,115:68;113:68,,0.007568359375,Yes
115,129.48417717629218,69.51111908204868,0.0078125,0.01171875,0.00390625,2584,0.00020323318467951415,36,0.00020323318467951415,0,0.00020323318467951415,0.00020323318467951415,99:0.0033589808032372936;114:0.005479678762093404,99:68;114:68,99:0.002941915983298793,0.0078125,Yes
116,65.05637805548015,77.10160114400588,0.01171875,0.02099609375,0.00244140625,2584,0.0005908486037141682,36,0.0005908486037141682,0,0.0005908486037141682,0.0005908486037141682,101:0.0036717017649032235;121:0.004102715327324702,101:68;121:68,101:0.0033022026255022097;121:0.0030166428039082593,0.01171875,Yes
117,200.05227155977357,16.261739091572885,0.01318359375,0.021484375,0.0048828125,2584,0.0005067409135871245,36,0.0005067409135871245,0,0.0005067409135871245,0.0005067409135871245,105:0.005248448863468286;125:0.004239565418938412,105:68;125:68,105:0.003511746017023726;125:0.0028219775843145445,0.01318359375,Yes
118,156.6444634919737,48.99277382440243,0.008056640625,0.015625,0.00048828125,2584,0.0003591286702728308,36,0.0003591286702728308,0,0.0003591286702728308,0.0003591286702728308,109:0.002566796840822949;129:0.001291614448988454,109:68;129:68,109:0.008079534100349284;129:0.0897493550237965,0.008056640625,Yes
119,169.18267344588847,75.6274732378708,0.2060546875,0.3857421875,0.0263671875,2584,,36,,0,,,,113:68;133:68,,0.2060546875,Yes
120,31.068758094722888,30.56901756417263,0.013671875,0.015625,0.01171875,2584,0.0004942114198864957,36,0.0004942114198864957,0,0.0004942114198864957,0.0004942114198864957,121:0.0016752222466835387,121:68,121:0.0018155744557235565,0.013671875,Yes
121,109.611038620409,111.22833709463792,0.0517578125,0.04296875,0.060546875,2584,0.00045379438245883797,36,0.00045379438245883797,0,0.00045379438245883797,0.00045379438245883797,120:0.0016752222466835387;122:0.003328014885724373;116:0.004102715327324702,120:68;122:80;116:68,120:0.0018155744557235565;122:0.0033116702254554764;116:0.0030166428039082593,0.0517578125,Yes
122,281.5583652534221,22.134651393138775,0.009765625,0.01171875,0.0078125,2584,0.00029384457185773036,36,0.00029384457185773036,0,0.00029384457185773036,0.00029384457185773036,121:0.003328014885724373;123:0.0026606249333873955,121:80;123:68,121:0.0033116702254554764;123:0.003207497763562994,0.009765625,Yes
123,177.83367692815577,93.89494706180035,0.012451171875,0.02392578125,0.0009765625,2584,0.00023443159216920962,36,0.00023443159216920962,0,0.00023443159216920962,0.00023443159216920962,136:0.0032362743718568343;124:0.002549405136052618;122:0.0026606249333873955,136:68;124:68;122:68,136:0.0032182205912963946;124:0.0027970453393579564;122:0.003207497763562994,0.012451171875,Yes
124,114.4378173319756,116.87058497549263,0.008544921875,0.0107421875,0.00634765625,2584,0.000545875292746314,36,0.000545875292746314,0,0.000545875292746314,0.000545875292746314,123:0.002549405136052618;125:0.002528145926530667,123:68;125:68,123:0.0027970453393579564;125:0.0022604316110785283,0.008544921875,Yes
125,141.51462927366677,83.92459577627777,0.007080078125,0.0107421875,0.00341796875,2584,0.0004835856001722349,36,0.0004835856001722349,0,0.0004835856001722349,0.0004835856001722349,117:0.004239565418938412;124:0.002528145926530667;126:0.0032471396292517163,117:68;124:68;126:68,117:0.0028219775843145445;124:0.0022604316110785283;126:0.002983596388644677,0.007080078125,Yes
126,160.1909137986274,29.81581899628221,0.009033203125,0.01611328125,0.001953125,2584,0.0011419054416949874,36,0.0011419054416949874,0,0.0011419054416949874,0.0011419054416949874,127:0.0028237747169997107;125:0.0032471396292517163,127:68;125:68,127:0.0034847077269097027;125:0.002983596388644677,0.009033203125,Yes
127,244.32535677792995,17.417963329333475,0.027099609375,0.0341796875,0.02001953125,2584,0.00031706371381652187,36,0.00031706371381652187,0,0.00031706371381652187,0.00031706371381652187,126:0.0028237747169997107;128:0.001813144826758789;137:0.008389319399202372,126:68;128:68;137:68,126:0.0034847077269097027;128:0.0023511822370470836;137:0.003356182239663247,0.027099609375,Yes
128,292.66634513877773,351.5614837097567,0.004150390625,0.0068359375,0.00146484375,2584,0.0002297322783366501,36,0.0002297322783366501,0,0.0002297322783366501,0.0002297322783366501,127:0.001813144826758789;129:0.002225971663027043,127:68;129:68,127:0.0023511822370470836;129:0.0021567594497086395,0.004150390625,Yes
129,252.13602349536404,206.10556877004137,0.00732421875,0.0107421875,0.00390625,2584,0.00020070806783408068,36,0.00020070806783408068,0,0.00020070806783408068,0.00020070806783408068,128:0.002225971663027043;118:0.001291614448988454,130:68;128:68;118:68,128:0.0021567594497086395;118:0.0897493550237965,0.00732421875,Yes
130,322.9729925580698,16.288825214895343,0.50390625,0.4921875,0.515625,2584,,36,,0,,,,129:68;131:68,,0.50390625,Yes
131,282.21525344298556,197.35479745654595,0.263671875,0.4619140625,0.0654296875,2584,0.00019070904589123572,36,0.00019070904589123572,0,0.00019070904589123572,0.00019070904589123572,138:0.0023739877003358945;132:0.0020823027237300007,138:68;130:68;132:68,138:0.0025146062720438345;132:0.002140491905440328,0.263671875,Yes
132,319.78516330340284,102.24120971610212,0.004638671875,0.00439453125,0.0048828125,2584,0.000268057546175462,36,0.000268057546175462,0,0.000268057546175462,0.000268057546175462,133:0.002093373551049632;131:0.0020823027237300007,133:68;131:68,133:0.00140796613022523;131:0.002140491905440328,0.004638671875,Yes
133,371.3627033541564,228.3403490164177,0.005859375,0.01025390625,0.00146484375,2584,0.00026086401841580385,36,0.00026086401841580385,0,0.00026086401841580385,0.00026086401841580385,132:0.002093373551049632;134:0.003733832314258889,132:68;134:80;119:68,132:0.00140796613022523;134:0.004087820999006425,0.005859375,Yes
134,378.07793975848296,130.71284798445498,0.003173828125,0.0048828125,0.00146484375,2584,0.00013336034237215806,36,0.00013336034237215806,0,0.00013336034237215806,0.00013336034237215806,133:0.003733832314258889;135:0.0018549639437738241,133:80;135:68,133:0.004087820999006425;135:0.0017972409141644163,0.003173828125,Yes
135,191.34704874840483,64.65505974947092,0.027099609375,0.02099609375,0.033203125,2584,0.00011915275254252129,36,0.00011915275254252129,0,0.00011915275254252129,0.00011915275254252129,134:0.0018549639437738241;139:0.0022459984871421035,134:68;139:68,134:0.0017972409141644163;139:0.0013507209197199388,0.027099609375,Yes
136,173.11165454755388,107.1299029093134,0.0087890625,0.0107421875,0.0068359375,2584,0.0005515708068750505,36,0.0005515708068750505,0,0.0005515708068750505,0.0005515708068750505,123:0.0032362743718568343;143:0.0026421992089507573,123:68;143:68,123:0.0032182205912963946;143:0.0023225585080052513,0.0087890625,Yes
137,176.5027726655314,82.48228765595238,0.013916015625,0.025390625,0.00244140625,2584,0.0005936112241353822,36,0.0005936112241353822,0,0.0005936112241353822,0.0005936112241353822,147:0.002493777686569054;127:0.008389319399202372,147:68;127:68,147:0.002379353290399816;127:0.003356182239663247,0.013916015625,Yes
138,247.91069154841352,198.37362816050126,0.010009765625,0.0078125,0.01220703125,2584,0.00046061788531909155,36,0.00046061788531909155,0,0.00046061788531909155,0.00046061788531909155,151:0.0028996536039640752;131:0.0023739877003358945,151:68;131:68,151:0.003501191926709446;131:0.0025146062720438345,0.010009765625,Yes
139,177.52877626660808,251.70204310442816,0.0068359375,0.01171875,0.001953125,2584,0.00019540221648155437,36,0.00019540221648155437,0,0.00019540221648155437,0.00019540221648155437,155:0.002890282816164269;135:0.0022459984871421035,155:80;135:68,155:0.00209832811838645;135:0.0013507209197199388,0.0068359375,Yes
140,225.7768613686785,59.982715024218265,0.008544921875,0.0146484375,0.00244140625,2584,0.0004347582163888009,36,0.0004347582163888009,0,0.0004347582163888009,0.0004347582163888009,141:0.0033094822754121678,141:68,141:0.0036416026950923386,0.008544921875,Yes
141,233.06322656544074,194.38959603955655,0.00732421875,0.00634765625,0.00830078125,2584,0.0006743922215302579,36,0.0006743922215302579,0,0.0006743922215302579,0.0006743922215302579,140:0.0033094822754121678;142:0.0014341580406163623,140:68;142:68,140:0.0036416026950923386;142:0.0012241474653116036,0.00732421875,Yes
142,180.52946467333499,143.55072533144073,0.010986328125,0.01953125,0.00244140625,2584,0.0003872843904283542,36,0.0003872843904283542,0,0.0003872843904283542,0.0003872843904283542,143:0.002041921191998697;141:0.0014341580406163623,143:68;141:68,143:0.002877410171844952;141:0.0012241474653116036,0.010986328125,Yes
143,112.80478988235318,52.054462091660945,0.019775390625,0.021484375,0.01806640625,2584,0.0003669174207424713,36,0.0003669174207424713,0,0.0003669174207424713,0.0003669174207424713,142:0.002041921191998697;144:0.003266737809419773;136:0.0026421992089507573,142:68;144:68;136:68,142:0.002877410171844952;144:0.003701253637248353;136:0.0023225585080052513,0.019775390625,Yes
144,119.06140316237213,52.741053866155625,0.0078125,0.0146484375,0.0009765625,2584,0.0008729216048089308,36,0.0008729216048089308,0,0.0008729216048089308,0.0008729216048089308,145:0.004262793421939026;143:0.003266737809419773,145:68;143:68,145:0.003336314291686432;143:0.003701253637248353,0.0078125,Yes
145,154.87001133194082,154.50626795224412,0.01318359375,0.01611328125,0.01025390625,2584,0.00023327393805238782,36,0.00023327393805238782,0,0.00023327393805238782,0.00023327393805238782,144:0.004262793421939026;146:0.0028016366146854654,144:68;146:68,144:0.003336314291686432;146:0.0015912295353872619,0.01318359375,Yes
146,158.9849353860154,64.5676209481346,0.007080078125,0.00927734375,0.0048828125,2584,0.0003256509061622334,36,0.0003256509061622334,0,0.0003256509061622334,0.0003256509061622334,145:0.0028016366146854654;147:0.002945739831054478,145:68;147:68,145:0.0015912295353872619;147:0.0018118843415543262,0.007080078125,Yes
147,248.71316962392353,105.18076079130415,0.005859375,0.0068359375,0.0048828125,2584,0.0002736357548146126,36,0.0002736357548146126,0,0.0002736357548146126,0.0002736357548146126,148:0.0025930020238519036;137:0.002493777686569054;146:0.002945739831054478,148:68;137:68;146:68,148:0.0014136204105576755;137:0.002379353290399816;146:0.0018118843415543262,0.005859375,Yes
148,329.1237947552493,195.287211349058,0.00830078125,0.0107421875,0.005859375,2584,0.00034859544016387415,36,0.00034859544016387415,0,0.00034859544016387415,0.00034859544016387415,147:0.0025930020238519036;149:0.0015474707530122311,147:68;149:68,147:0.0014136204105576755;149:0.001935774982888383,0.00830078125,Yes
149,156.47560832420555,118.29934887240391,0.00927734375,0.0146484375,0.00390625,2584,0.0003009716197207352,36,0.0003009716197207352,0,0.0003009716197207352,0.0003009716197207352,150:0.005733310771272204;148:0.0015474707530122311,150:68;148:68,150:0.0025325400454117575;148:0.001935774982888383,0.00927734375,Yes
150,142.88446846268334,128.3780167292579,0.026611328125,0.0283203125,0.02490234375,2584,0.0003355554157268694,36,0.0003355554157268694,0,0.0003355554157268694,0.0003355554157268694,149:0.005733310771272204;151:0.0044843663741289674,149:68;151:68,149:0.0025325400454117575;151:0.003934428532528955,0.026611328125,Yes
151,264.80439413695825,76.14460599292538,0.00634765625,0.0087890625,0.00390625,2584,0.00024576382486316114,36,0.00024576382486316114,0,0.00024576382486316114,0.00024576382486316114,138:0.0028996536039640752;152:0.031043807549786556;150:0.0044843663741289674,138:68;152:68;150:68,138:0.003501191926709446;152:0.029414755640913226;150:0.003934428532528955,0.00634765625,Yes
152,336.09756000559463,220.40586083548072,0.023681640625,0.0205078125,0.02685546875,2584,0.0003330924335860883,36,0.0003330924335860883,0,0.0003330924335860883,0.0003330924335860883,151:0.031043807549786556;153:0.002154277446951569,151:68;153:68,151:0.029414755640913226;153:0.0023349263606405324,0.023681640625,Yes
153,288.412417279915,244.59107357585418,0.004638671875,0.00537109375,0.00390625,2584,0.0002982029210296347,36,0.0002982029210296347,0,0.0002982029210296347,0.0002982029210296347,152:0.002154277446951569;154:0.0018906840950247694,152:68;154:68,152:0.0023349263606405324;154:0.0015983647436165205,0.004638671875,Yes
154,294.1579571147808,18.9817063176915,0.004638671875,0.005859375,0.00341796875,2584,0.00039066726418665745,36,0.00039066726418665745,0,0.00039066726418665745,0.00039066726418665745,153:0.0018906840950247694;155:0.0018672339261621151,153:68;155:68,153:0.0015983647436165205;155:0.0014075599552326734,0.004638671875,Yes
155,314.5904679816137,137.17501470684013,0.00439453125,0.0029296875,0.005859375,2584,0.00027147925829876707,36,0.00027147925829876707,0,0.00027147925829876707,0.00027147925829876707,139:0.002890282816164269;154:0.0018672339261621151,139:80;154:68,139:0.00209832811838645;154:0.0014075599552326734,0.00439453125,Yes
