Qubit,T1 (us),T2 (us),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,CZ error,Gate length (ns),RZZ error,MEASURE error,Operational
38,126.14497585445059,34.07340172542683,0.0078125,0.01220703125,0.00341796875,2584,0.00032895002326236626,36,0.00032895002326236626,0,0.00032895002326236626,0.00032895002326236626,29:0.002271082026468474;49:0.00287781339251697,29:68;49:68,29:0.0028821069668432953;49:0.003270860440714368,0.0078125,Yes
39,170.44499101758652,212.21969119746268,0.141357421875,0.09716796875,0.185546875,2584,0.000311285422885867,36,0.000311285422885867,0,0.000311285422885867,0.000311285422885867,53:0.0023996523561847505;33:0.0020268288730750927,53:68;33:68,53:0.001816550373321374,0.141357421875,Yes
40,154.8246989554019,86.03858700362066,0.0146484375,0.021484375,0.0078125,2584,0.00019797986216075399,36,0.00019797986216075399,0,0.00019797986216075399,0.00019797986216075399,41:0.0721001276353421,41:68,41:0.17121559156816735,0.0146484375,Yes
41,229.65790319665473,39.00475919308814,0.01416015625,0.01953125,0.0087890625,2584,0.0003936909564506717,36,0.0003936909564506717,0,0.0003936909564506717,0.0003936909564506717,40:0.0721001276353421;42:0.005957373710911956;36:0.006160116413056083,40:68;42:68;36:68,40:0.17121559156816735;42:0.009089911124128852;36:0.008359425109142726,0.01416015625,Yes
42,278.02202464744494,34.63491246349006,0.012451171875,0.01806640625,0.0068359375,2584,0.0001847780564743762,36,0.0001847780564743762,0,0.0001847780564743762,0.0001847780564743762,41:0.005957373710911956;43:0.003136140105988755,41:68;43:68,41:0.009089911124128852;43:0.0033261330188677773,0.012451171875,Yes
43,273.621285880395,99.85434911207209,0.006591796875,0.009765625,0.00341796875,2584,0.0004098900773451316,36,0.0004098900773451316,0,0.0004098900773451316,0.0004098900773451316,42:0.003136140105988755;56:0.0032567492331425085;44:0.0021200076243983457,42:68;56:68;44:68,42:0.0033261330188677773;56:0.001996294822539768;44:0.0022272110974246584,0.006591796875,Yes
44,227.17408232900064,66.5605933025149,0.006103515625,0.00927734375,0.0029296875,2584,0.00024203961707978497,36,0.00024203961707978497,0,0.00024203961707978497,0.00024203961707978497,45:0.002975839649634743;43:0.0021200076243983457,45:68;43:68,45:0.002059887907799901;43:0.0022272110974246584,0.006103515625,Yes
45,117.90099342362267,112.5439470012674,0.007568359375,0.0126953125,0.00244140625,2584,0.00041456417899688526,36,0.00041456417899688526,0,0.00041456417899688526,0.00041456417899688526,44:0.002975839649634743;46:0.0038360636400465997;37:0.006485199121863433,44:68;46:68;37:68,44:0.002059887907799901;46:0.0029068077855190777;37:0.004064639431187428,0.007568359375,Yes
46,150.03248326763384,125.05193358148318,0.007080078125,0.01123046875,0.0029296875,2584,0.00042898223564257127,36,0.00042898223564257127,0,0.00042898223564257127,0.00042898223564257127,45:0.0038360636400465997;47:0.004701325538527423,45:68;47:68,45:0.0029068077855190777;47:0.0023345832810510447,0.007080078125,Yes
47,209.58851776107525,41.776935757201095,0.00634765625,0.009765625,0.0029296875,2584,0.00022120343054322632,36,0.00022120343054322632,0,0.00022120343054322632,0.00022120343054322632,48:0.009759734725523855;57:0.0016351982790741293;46:0.004701325538527423,48:68;57:68;46:68,48:0.0072996817888794086;57:0.0019466109048033864;46:0.0023345832810510447,0.00634765625,Yes
